MySession_007_sync-16,0,700000,sil
MySession_007_sync-16,700000,1600000,p
MySession_007_sync-16,1600000,2100000,e
MySession_007_sync-16,2100000,3800000,s
MySession_007_sync-16,3800000,6700000,e
MySession_007_sync-16,6700000,6700000,sp
MySession_007_sync-16,6700000,7400000,sil
MySession_005_sync-35,0,700000,sil
MySession_005_sync-35,700000,1400000,p
MySession_005_sync-35,1400000,2600000,i
MySession_005_sync-35,2600000,3400000,p
MySession_005_sync-35,3400000,6600000,a
MySession_005_sync-35,6600000,6600000,sp
MySession_005_sync-35,6600000,6900000,sil
MySession_006_sync-20,0,6400000,sil
MySession_006_sync-20,6400000,7100000,p
MySession_006_sync-20,7100000,7400000,e
MySession_006_sync-20,7400000,8900000,t
MySession_006_sync-20,8900000,9200000,R
MySession_006_sync-20,9200000,12800000,y
MySession_006_sync-20,12800000,12800000,sp
MySession_006_sync-20,12800000,23000000,sil
MySession_007_sync-09,0,800000,sil
MySession_007_sync-09,800000,2100000,R
MySession_007_sync-09,2100000,2400000,e
MySession_007_sync-09,2400000,4500000,k
MySession_007_sync-09,4500000,4800000,R
MySession_007_sync-09,4800000,7600000,i
MySession_007_sync-09,7600000,7600000,sp
MySession_007_sync-09,7600000,8000000,sil
MySession_005_sync-43,0,700000,sil
MySession_005_sync-43,700000,1900000,an
MySession_005_sync-43,1900000,3200000,m
MySession_005_sync-43,3200000,6800000,i
MySession_005_sync-43,6800000,6800000,sp
MySession_005_sync-43,6800000,17000000,sil
MySession_006_sync-12,0,1400000,sil
MySession_006_sync-12,1400000,2800000,d
MySession_006_sync-12,2800000,3400000,e
MySession_006_sync-12,3400000,4400000,m
MySession_006_sync-12,4400000,7300000,i
MySession_006_sync-12,7300000,7300000,sp
MySession_006_sync-12,7300000,7600000,sil
MySession_006_sync-19,0,700000,sil
MySession_006_sync-19,700000,2200000,s
MySession_006_sync-19,2200000,2900000,e
MySession_006_sync-19,2900000,3900000,d
MySession_006_sync-19,3900000,4400000,R
MySession_006_sync-19,4400000,7600000,a
MySession_006_sync-19,7600000,7600000,sp
MySession_006_sync-19,7600000,7800000,sil
MySession_008_sync-26,0,1200000,sil
MySession_008_sync-26,1200000,1900000,o
MySession_008_sync-26,1900000,4000000,s
MySession_008_sync-26,4000000,7100000,i
MySession_008_sync-26,7100000,7100000,sp
MySession_008_sync-26,7100000,7300000,sil
MySession_007_sync-45,0,600000,sil
MySession_007_sync-45,600000,1400000,p
MySession_007_sync-45,1400000,1900000,e
MySession_007_sync-45,1900000,3500000,k
MySession_007_sync-45,3500000,6400000,an
MySession_007_sync-45,6400000,6400000,sp
MySession_007_sync-45,6400000,7200000,sil
MySession_005_sync-55,0,900000,sil
MySession_005_sync-55,900000,2600000,Z
MySession_005_sync-55,2600000,3500000,e
MySession_005_sync-55,3500000,3900000,R
MySession_005_sync-55,3900000,7000000,e
MySession_005_sync-55,7000000,7000000,sp
MySession_005_sync-55,7000000,7700000,sil
MySession_008_sync-43,0,900000,sil
MySession_008_sync-43,900000,2000000,R
MySession_008_sync-43,2000000,3100000,e
MySession_008_sync-43,3100000,5000000,a
MySession_008_sync-43,5000000,6000000,k
MySession_008_sync-43,6000000,6000000,sp
MySession_008_sync-43,6000000,6500000,sil
MySession_008_sync-58,0,800000,sil
MySession_008_sync-58,800000,1600000,p
MySession_008_sync-58,1600000,2100000,e
MySession_008_sync-58,2100000,4000000,s
MySession_008_sync-58,4000000,6900000,a
MySession_008_sync-58,6900000,6900000,sp
MySession_008_sync-58,6900000,7200000,sil
MySession_005_sync-19,0,800000,sil
MySession_005_sync-19,800000,1700000,R
MySession_005_sync-19,1700000,3100000,e
MySession_005_sync-19,3100000,4000000,p
MySession_005_sync-19,4000000,6500000,i
MySession_005_sync-19,6500000,6500000,sp
MySession_005_sync-19,6500000,6700000,sil
MySession_006_sync-26,0,700000,sil
MySession_006_sync-26,700000,1400000,p
MySession_006_sync-26,1400000,1900000,o
MySession_006_sync-26,1900000,2600000,l
MySession_006_sync-26,2600000,6200000,i
MySession_006_sync-26,6200000,6200000,sp
MySession_006_sync-26,6200000,6400000,sil
MySession_006_sync-04,0,1100000,sil
MySession_006_sync-04,1100000,2500000,s
MySession_006_sync-04,2500000,3600000,a
MySession_006_sync-04,3600000,4400000,b
MySession_006_sync-04,4400000,7500000,a
MySession_006_sync-04,7500000,7500000,sp
MySession_006_sync-04,7500000,18900000,sil
MySession_007_sync-14,0,900000,sil
MySession_007_sync-14,900000,2000000,s
MySession_007_sync-14,2000000,3100000,e
MySession_007_sync-14,3100000,4100000,t
MySession_007_sync-14,4100000,7000000,E
MySession_007_sync-14,7000000,7300000,R
MySession_007_sync-14,7300000,7300000,sp
MySession_007_sync-14,7300000,7900000,sil
MySession_007_sync-33,0,700000,sil
MySession_007_sync-33,700000,1300000,k
MySession_007_sync-33,1300000,2400000,a
MySession_007_sync-33,2400000,3400000,p
MySession_007_sync-33,3400000,7500000,e
MySession_007_sync-33,7500000,7500000,sp
MySession_007_sync-33,7500000,7800000,sil
MySession_006_sync-31,0,4100000,sil
MySession_006_sync-31,4100000,4900000,l
MySession_006_sync-31,4900000,6200000,e
MySession_006_sync-31,6200000,7300000,t
MySession_006_sync-31,7300000,9000000,a
MySession_006_sync-31,9000000,10600000,l
MySession_006_sync-31,10600000,10600000,sp
MySession_006_sync-31,10600000,13800000,sil
MySession_007_sync-02,0,5200000,sil
MySession_007_sync-02,5200000,6900000,i
MySession_007_sync-02,6900000,7800000,p
MySession_007_sync-02,7800000,10800000,i
MySession_007_sync-02,10800000,10800000,sp
MySession_007_sync-02,10800000,11000000,sil
MySession_008_sync-18,0,700000,sil
MySession_008_sync-18,700000,1500000,k
MySession_008_sync-18,1500000,2400000,a
MySession_008_sync-18,2400000,3500000,b
MySession_008_sync-18,3500000,7100000,a
MySession_008_sync-18,7100000,7100000,sp
MySession_008_sync-18,7100000,7400000,sil
MySession_007_sync-49,0,700000,sil
MySession_007_sync-49,700000,1400000,t
MySession_007_sync-49,1400000,2900000,on
MySession_007_sync-49,2900000,3700000,b
MySession_007_sync-49,3700000,7300000,e
MySession_007_sync-49,7300000,7300000,sp
MySession_007_sync-49,7300000,8000000,sil
MySession_008_sync-38,0,800000,sil
MySession_008_sync-38,800000,1500000,p
MySession_008_sync-38,1500000,2700000,a
MySession_008_sync-38,2700000,4500000,p
MySession_008_sync-38,4500000,6600000,e
MySession_008_sync-38,6600000,6600000,sp
MySession_008_sync-38,6600000,6800000,sil
MySession_007_sync-43,0,800000,sil
MySession_007_sync-43,800000,1900000,l
MySession_007_sync-43,1900000,3000000,a
MySession_007_sync-43,3000000,6000000,o
MySession_007_sync-43,6000000,6000000,sp
MySession_007_sync-43,6000000,6800000,sil
MySession_005_sync-53,0,700000,sil
MySession_005_sync-53,700000,2400000,s
MySession_005_sync-53,2400000,3000000,e
MySession_005_sync-53,3000000,5300000,n
MySession_005_sync-53,5300000,6800000,e
MySession_005_sync-53,6800000,6800000,sp
MySession_005_sync-53,6800000,7300000,sil
MySession_008_sync-06,0,800000,sil
MySession_008_sync-06,800000,2100000,d
MySession_008_sync-06,2100000,2500000,e
MySession_008_sync-06,2500000,4600000,k
MySession_008_sync-06,4600000,7200000,o
MySession_008_sync-06,7200000,7200000,sp
MySession_008_sync-06,7200000,7800000,sil
MySession_005_sync-12,0,1200000,sil
MySession_005_sync-12,1200000,2200000,a
MySession_005_sync-12,2200000,5600000,an
MySession_005_sync-12,5600000,5600000,sp
MySession_005_sync-12,5600000,6500000,sil
MySession_007_sync-56,0,900000,sil
MySession_007_sync-56,900000,1800000,b
MySession_007_sync-56,1800000,2900000,o
MySession_007_sync-56,2900000,3500000,R
MySession_007_sync-56,3500000,6700000,a
MySession_007_sync-56,6700000,6700000,sp
MySession_007_sync-56,6700000,7100000,sil
MySession_006_sync-24,0,700000,sil
MySession_006_sync-24,700000,1500000,t
MySession_006_sync-24,1500000,2100000,R
MySession_006_sync-24,2100000,3200000,e
MySession_006_sync-24,3200000,4000000,p
MySession_006_sync-24,4000000,7000000,an
MySession_006_sync-24,7000000,7000000,sp
MySession_006_sync-24,7000000,7900000,sil
MySession_008_sync-04,0,800000,sil
MySession_008_sync-04,800000,2700000,m
MySession_008_sync-04,2700000,3000000,a
MySession_008_sync-04,3000000,5900000,o
MySession_008_sync-04,5900000,5900000,sp
MySession_008_sync-04,5900000,6700000,sil
MySession_007_sync-08,0,6600000,sil
MySession_007_sync-08,6600000,7800000,m
MySession_007_sync-08,7800000,9100000,a
MySession_007_sync-08,9100000,10000000,t
MySession_007_sync-08,10000000,12900000,i
MySession_007_sync-08,12900000,12900000,sp
MySession_007_sync-08,12900000,13100000,sil
MySession_006_sync-22,0,800000,sil
MySession_006_sync-22,800000,2200000,Z
MySession_006_sync-22,2200000,2500000,e
MySession_006_sync-22,2500000,4000000,n
MySession_006_sync-22,4000000,4300000,w
MySession_006_sync-22,4300000,7000000,a
MySession_006_sync-22,7000000,7000000,sp
MySession_006_sync-22,7000000,7600000,sil
MySession_008_sync-46,0,700000,sil
MySession_008_sync-46,700000,1400000,p
MySession_008_sync-46,1400000,2800000,e
MySession_008_sync-46,2800000,6000000,i
MySession_008_sync-46,6000000,6000000,sp
MySession_008_sync-46,6000000,6200000,sil
MySession_008_sync-28,0,800000,sil
MySession_008_sync-28,800000,2000000,m
MySession_008_sync-28,2000000,2400000,a
MySession_008_sync-28,2400000,4400000,s
MySession_008_sync-28,4400000,7600000,i
MySession_008_sync-28,7600000,7600000,sp
MySession_008_sync-28,7600000,7800000,sil
MySession_008_sync-41,0,900000,sil
MySession_008_sync-41,900000,2000000,R
MySession_008_sync-41,2000000,3000000,o
MySession_008_sync-41,3000000,4100000,d
MySession_008_sync-41,4100000,7900000,e
MySession_008_sync-41,7900000,7900000,sp
MySession_008_sync-41,7900000,8400000,sil
MySession_008_sync-33,0,800000,sil
MySession_008_sync-33,800000,1900000,d
MySession_008_sync-33,1900000,2300000,e
MySession_008_sync-33,2300000,4200000,s
MySession_008_sync-33,4200000,6900000,e
MySession_008_sync-33,6900000,6900000,sp
MySession_008_sync-33,6900000,7500000,sil
MySession_008_sync-15,0,800000,sil
MySession_008_sync-15,800000,2100000,R
MySession_008_sync-15,2100000,3100000,a
